year,month,day,sales_date_std,order_id,customer_name,product_name,category,price,quantity,total,shipping_fee,total_sales,status,shipping_address,kota
2025,6,14,45822,ORD01011,Customer_297,Rak Buku,Penyimpanan,1100000,3,3300000,60000,3360000,completed,Kelurahan 36 Jakarta Timur,Jakarta Timur
2025,10,22,45952,ORD01012,Customer_2003,Lemari Laci,Kamar Tidur,1950000,2,3900000,60000,3960000,completed,Kelurahan 83 Tangerang Selatan,Tangerang Selatan
2025,7,8,45846,ORD01013,Customer_103,Rak Meja,Ruang Kerja,750000,2,1500000,50000,1550000,completed,Kelurahan 125 Bogor,Bogor
2025,3,5,45721,ORD01014,Customer_2781,Rak Buku,Penyimpanan,1100000,1,1100000,60000,1160000,completed,Kelurahan 16 Jakarta Barat,Jakarta Barat
2025,8,30,45899,ORD01015,Customer_2017,Lemari Sliding,Kamar Tidur,4750000,1,4750000,60000,4810000,completed,Kelurahan 61 Jakarta Utara,Jakarta Utara
2025,5,29,45806,ORD01016,Customer_463,Rak Meja,Ruang Kerja,750000,2,1500000,60000,1560000,completed,Kelurahan 141 Jakarta Selatan,Jakarta Selatan
2025,8,14,45883,ORD01017,Customer_388,Rak Buku,Penyimpanan,1100000,3,3300000,50000,3350000,completed,Kelurahan 107 Bogor,Bogor
2025,1,10,45667,ORD01018,Customer_2119,Lemari Dapur,Dapur,1850000,1,1850000,50000,1900000,completed,Kelurahan 17 Bekasi,Bekasi
2025,5,12,45789,ORD01019,Customer_216,Kursi Bar,Ruang Makan,1295000,3,3885000,60000,3945000,completed,Kelurahan 85 Jakarta Pusat,Jakarta Pusat
2025,1,27,45684,ORD01020,Customer_324,Lemari Sliding,Kamar Tidur,4750000,1,4750000,60000,4810000,completed,Kelurahan 178 Tangerang,Tangerang
2025,8,24,45893,ORD01021,Customer_3319,Meja,Ruang Kerja,1250000,2,2500000,60000,2560000,completed,Kelurahan 89 Jakarta Timur,Jakarta Timur
2025,8,1,45870,ORD01022,Customer_1856,Sofa,Ruang Tamu,4500000,2,9000000,60000,9060000,completed,Kelurahan 174 Jakarta Timur,Jakarta Timur
2025,1,5,45662,ORD01023,Customer_1151,Sofa,Ruang Tamu,4500000,1,4500000,50000,4550000,completed,Kelurahan 170 Bogor,Bogor
2025,5,23,45800,ORD01024,Customer_2665,Lemari TV,Ruang Tamu,2300000,3,6900000,50000,6950000,completed,Kelurahan 51 Bekasi,Bekasi
2025,6,6,45814,ORD01025,Customer_1253,Lemari Laci,Kamar Tidur,1950000,2,3510000,50000,3560000,refund,Kelurahan 154 Bogor,Bogor
2025,4,20,45767,ORD01026,Customer_202,Meja Kopi,Ruang Tamu,1800000,3,5400000,50000,5450000,completed,Kelurahan 183 Bogor,Bogor
2025,7,19,45857,ORD01027,Customer_2234,Lemari Baju,Kamar Tidur,3500000,2,7000000,60000,7060000,completed,Kelurahan 31 Tangerang Selatan,Tangerang Selatan
2025,1,19,45676,ORD01028,Customer_1343,Meja Rias,Kamar Tidur,1750000,2,3500000,60000,3560000,completed,Kelurahan 74 Jakarta Pusat,Jakarta Pusat
2025,11,8,45969,ORD01029,Customer_2525,Lemari Dapur,Dapur,1850000,1,1850000,50000,1900000,completed,Kelurahan 125 Depok,Depok
2025,7,16,45854,ORD01030,Customer_214,Kitchen Set,Dapur,9500000,2,19000000,60000,19060000,completed,Kelurahan 180 Jakarta Timur,Jakarta Timur
2025,12,19,46010,ORD01031,Customer_1510,Nakas,Kamar Tidur,1000000,1,1000000,60000,1060000,completed,Kelurahan 83 Jakarta Barat,Jakarta Barat
2025,1,18,45675,ORD01032,Customer_2615,Lemari Baju,Kamar Tidur,3500000,2,7000000,60000,7060000,refund,Kelurahan 111 Tangerang Selatan,Tangerang Selatan
2025,11,17,45978,ORD01033,Customer_1321,Kursi,Ruang Makan,650000,1,650000,60000,710000,completed,Kelurahan 111 Jakarta Selatan,Jakarta Selatan
2025,2,9,45697,ORD01034,Customer_1015,Lemari TV,Ruang Tamu,2300000,1,2300000,60000,2360000,refund,Kelurahan 173 Jakarta Timur,Jakarta Timur
2025,5,9,45786,ORD01035,Customer_44,Lemari Baju,Kamar Tidur,3500000,3,10500000,50000,10550000,completed,Kelurahan 191 Depok,Depok
2025,5,13,45790,ORD01036,Customer_2602,Lemari Sudut,Ruang Tamu,2750000,2,5500000,50000,5550000,completed,Kelurahan 30 Bogor,Bogor
2025,9,17,45917,ORD01037,Customer_724,Bufet,Ruang Tamu,3250000,1,3250000,60000,3310000,completed,Kelurahan 132 Jakarta Utara,Jakarta Utara
2025,5,2,45779,ORD01038,Customer_17,Kursi,Ruang Makan,650000,3,1950000,60000,2010000,completed,Kelurahan 139 Jakarta Timur,Jakarta Timur
2025,11,27,45988,ORD01039,Customer_204,Bufet,Ruang Tamu,3250000,2,6500000,60000,6560000,completed,Kelurahan 133 Jakarta Barat,Jakarta Barat
2025,10,7,45937,ORD01040,Customer_2832,Lemari Baju,Kamar Tidur,3500000,3,10500000,60000,10560000,completed,Kelurahan 176 Tangerang Selatan,Tangerang Selatan
2025,9,15,45915,ORD01041,Customer_99,Meja,Ruang Kerja,1250000,1,1250000,50000,1300000,completed,Kelurahan 150 Bogor,Bogor
2025,1,26,45683,ORD01042,Customer_927,Kursi,Ruang Makan,650000,3,1950000,60000,2010000,completed,Kelurahan 21 Tangerang Selatan,Tangerang Selatan
2025,7,30,45868,ORD01043,Customer_1332,Rak Sepatu,Penyimpanan,650000,3,1950000,60000,2010000,completed,Kelurahan 24 Tangerang Selatan,Tangerang Selatan
2025,12,2,45993,ORD01044,Customer_1085,Meja Makan,Ruang Makan,3200000,2,6400000,60000,6460000,completed,Kelurahan 107 Jakarta Selatan,Jakarta Selatan
2025,3,6,45722,ORD01045,Customer_94,Lemari TV,Ruang Tamu,2300000,2,4600000,60000,4660000,completed,Kelurahan 55 Jakarta Timur,Jakarta Timur
2025,9,16,45916,ORD01046,Customer_963,Meja Makan,Ruang Makan,3200000,1,3200000,50000,3250000,refund,Kelurahan 121 Bekasi,Bekasi
2025,4,29,45776,ORD01047,Customer_2437,Kitchen Set,Dapur,9500000,1,9500000,60000,9560000,completed,Kelurahan 86 Jakarta Barat,Jakarta Barat
2025,10,3,45933,ORD01048,Customer_872,Lemari Baju,Kamar Tidur,3500000,1,3500000,60000,3560000,completed,Kelurahan 196 Jakarta Pusat,Jakarta Pusat
2025,7,12,45850,ORD01049,Customer_2887,Bufet,Ruang Tamu,3250000,3,9750000,50000,9800000,completed,Kelurahan 145 Depok,Depok
2025,6,15,45823,ORD01050,Customer_2309,Rak Meja,Ruang Kerja,750000,2,1500000,60000,1560000,completed,Kelurahan 44 Jakarta Pusat,Jakarta Pusat
2025,9,18,45918,ORD01051,Customer_533,Lemari Laci,Kamar Tidur,1950000,1,1950000,60000,2010000,completed,Kelurahan 67 Jakarta Timur,Jakarta Timur
2025,10,30,45960,ORD01052,Customer_2126,Lemari Sliding,Kamar Tidur,4750000,3,14250000,60000,14310000,completed,Kelurahan 91 Jakarta Selatan,Jakarta Selatan
2025,3,18,45734,ORD01053,Customer_563,Nakas,Kamar Tidur,1000000,3,3000000,60000,3060000,completed,Kelurahan 84 Jakarta Selatan,Jakarta Selatan
2025,10,13,45943,ORD01054,Customer_2747,Kursi Bar,Ruang Makan,1295000,2,2590000,60000,2650000,completed,Kelurahan 184 Jakarta Utara,Jakarta Utara
2025,4,2,45749,ORD01055,Customer_700,Sofa,Ruang Tamu,4500000,1,4500000,60000,4560000,completed,Kelurahan 54 Tangerang Selatan,Tangerang Selatan
2025,12,15,46006,ORD01056,Customer_174,Sofa,Ruang Tamu,4500000,3,13500000,60000,13560000,completed,Kelurahan 153 Jakarta Pusat,Jakarta Pusat
2025,11,1,45962,ORD01057,Customer_2776,Kitchen Set,Dapur,9500000,3,28500000,60000,28560000,completed,Kelurahan 105 Jakarta Timur,Jakarta Timur
2025,6,6,45814,ORD01058,Customer_1983,Lemari Baju,Kamar Tidur,3500000,1,3150000,60000,3210000,completed,Kelurahan 12 Jakarta Pusat,Jakarta Pusat
2025,7,27,45865,ORD01059,Customer_1615,Rak Buku,Penyimpanan,1100000,3,3300000,60000,3360000,completed,Kelurahan 78 Jakarta Utara,Jakarta Utara
2025,3,30,45746,ORD01060,Customer_2243,Lemari Baju,Kamar Tidur,3500000,2,7000000,60000,7060000,completed,Kelurahan 25 Jakarta Timur,Jakarta Timur
2025,7,15,45853,ORD01061,Customer_126,Rak Meja,Ruang Kerja,750000,2,1500000,60000,1560000,completed,Kelurahan 46 Jakarta Timur,Jakarta Timur
2025,7,1,45839,ORD01062,Customer_1544,Lemari Sliding,Kamar Tidur,4750000,1,4750000,60000,4810000,completed,Kelurahan 8 Tangerang,Tangerang
2025,12,13,46004,ORD01063,Customer_2746,Meja Kopi,Ruang Tamu,1800000,2,3600000,50000,3650000,completed,Kelurahan 181 Bekasi,Bekasi
2025,1,30,45687,ORD01064,Customer_1084,Nakas,Kamar Tidur,1000000,2,2000000,60000,2060000,completed,Kelurahan 79 Tangerang Selatan,Tangerang Selatan
2025,11,23,45984,ORD01065,Customer_1047,Lemari TV,Ruang Tamu,2300000,1,2300000,60000,2360000,completed,Kelurahan 149 Jakarta Selatan,Jakarta Selatan
2025,10,19,45949,ORD01066,Customer_2591,Meja Kopi,Ruang Tamu,1800000,2,3600000,60000,3660000,completed,Kelurahan 161 Jakarta Pusat,Jakarta Pusat
2025,10,4,45934,ORD01067,Customer_3146,Kursi,Ruang Makan,650000,1,650000,60000,710000,completed,Kelurahan 109 Jakarta Utara,Jakarta Utara
2025,9,20,45920,ORD01068,Customer_2410,Kasur,Kamar Tidur,5500000,2,11000000,60000,11060000,completed,Kelurahan 183 Tangerang,Tangerang
2025,1,26,45683,ORD01069,Customer_2964,Lemari Baju,Kamar Tidur,3500000,3,10500000,60000,10560000,completed,Kelurahan 5 Tangerang,Tangerang
2025,12,18,46009,ORD01070,Customer_1877,Rak Sepatu,Penyimpanan,650000,1,650000,60000,710000,completed,Kelurahan 62 Jakarta Utara,Jakarta Utara
2025,3,26,45742,ORD01071,Customer_319,Kasur,Kamar Tidur,5500000,3,16500000,60000,16560000,cancelled,Kelurahan 198 Jakarta Timur,Jakarta Timur
2025,1,29,45686,ORD01072,Customer_2477,Kursi Bar,Ruang Makan,1295000,3,3885000,60000,3945000,completed,Kelurahan 8 Jakarta Timur,Jakarta Timur
2025,9,27,45927,ORD01073,Customer_473,Bufet,Ruang Tamu,3250000,2,6500000,60000,6560000,completed,Kelurahan 47 Tangerang,Tangerang
2025,8,23,45892,ORD01074,Customer_1716,Meja Rias,Kamar Tidur,1750000,3,5250000,60000,5310000,completed,Kelurahan 62 Jakarta Timur,Jakarta Timur
2025,2,10,45698,ORD01075,Customer_2114,Nakas,Kamar Tidur,1000000,1,1000000,60000,1060000,completed,Kelurahan 46 Jakarta Utara,Jakarta Utara
2025,2,20,45708,ORD01076,Customer_3200,Lemari Baju,Kamar Tidur,3500000,1,3500000,60000,3560000,completed,Kelurahan 170 Tangerang Selatan,Tangerang Selatan
2025,10,2,45932,ORD01077,Customer_327,Kursi,Ruang Makan,650000,2,1300000,60000,1360000,completed,Kelurahan 53 Jakarta Utara,Jakarta Utara
2025,12,10,46001,ORD01078,Customer_3282,Bufet,Ruang Tamu,3250000,2,6500000,60000,6560000,completed,Kelurahan 17 Jakarta Barat,Jakarta Barat
2025,5,9,45786,ORD01079,Customer_1051,Kursi Bar,Ruang Makan,1295000,3,3885000,60000,3945000,completed,Kelurahan 52 Tangerang Selatan,Tangerang Selatan
2025,4,29,45776,ORD01080,Customer_2901,Kursi,Ruang Makan,650000,1,650000,60000,710000,completed,Kelurahan 38 Tangerang Selatan,Tangerang Selatan
2025,6,18,45826,ORD01081,Customer_1741,Lemari Sliding,Kamar Tidur,4750000,3,14250000,60000,14310000,completed,Kelurahan 138 Jakarta Pusat,Jakarta Pusat
2025,4,21,45768,ORD01082,Customer_249,Rak Buku,Penyimpanan,1100000,3,3300000,50000,3350000,completed,Kelurahan 137 Bekasi,Bekasi
2025,11,24,45985,ORD01083,Customer_1082,Kitchen Set,Dapur,9500000,3,28500000,60000,28560000,completed,Kelurahan 88 Jakarta Utara,Jakarta Utara
2025,8,19,45888,ORD01084,Customer_900,Rak Buku,Penyimpanan,1100000,2,2200000,60000,2260000,completed,Kelurahan 96 Jakarta Selatan,Jakarta Selatan
2025,11,21,45982,ORD01085,Customer_609,Rak Sepatu,Penyimpanan,650000,2,1300000,60000,1360000,completed,Kelurahan 113 Jakarta Timur,Jakarta Timur
2025,10,1,45931,ORD01086,Customer_2772,Rak Sepatu,Penyimpanan,650000,2,1300000,50000,1350000,completed,Kelurahan 157 Depok,Depok
2025,7,18,45856,ORD01087,Customer_2667,Rak Meja,Ruang Kerja,750000,2,1500000,60000,1560000,completed,Kelurahan 57 Jakarta Utara,Jakarta Utara
2025,2,19,45707,ORD01088,Customer_1887,Lemari Sudut,Ruang Tamu,2750000,1,2750000,50000,2800000,completed,Kelurahan 35 Bekasi,Bekasi
2025,8,24,45893,ORD01089,Customer_1649,Kasur,Kamar Tidur,5500000,3,16500000,60000,16560000,completed,Kelurahan 67 Tangerang,Tangerang
2025,8,18,45887,ORD01090,Customer_3245,Lemari Dapur,Dapur,1850000,2,3700000,60000,3760000,completed,Kelurahan 37 Tangerang Selatan,Tangerang Selatan
2025,7,28,45866,ORD01091,Customer_123,Bufet,Ruang Tamu,3250000,1,3250000,60000,3310000,completed,Kelurahan 161 Jakarta Selatan,Jakarta Selatan
2025,1,3,45660,ORD01092,Customer_121,Rak Meja,Ruang Kerja,750000,1,750000,50000,800000,completed,Kelurahan 75 Bogor,Bogor
2025,11,26,45987,ORD01093,Customer_2986,Kitchen Set,Dapur,9500000,2,19000000,60000,19060000,completed,Kelurahan 122 Jakarta Selatan,Jakarta Selatan
2025,12,24,46015,ORD01094,Customer_1970,Lemari Dapur,Dapur,1850000,1,1850000,50000,1900000,completed,Kelurahan 28 Bogor,Bogor
2025,5,2,45779,ORD01095,Customer_1131,Meja,Ruang Kerja,1250000,2,2500000,60000,2560000,completed,Kelurahan 149 Tangerang Selatan,Tangerang Selatan
2025,10,1,45931,ORD01096,Customer_370,Lemari Laci,Kamar Tidur,1950000,2,3900000,60000,3960000,completed,Kelurahan 68 Jakarta Utara,Jakarta Utara
2025,9,16,45916,ORD01097,Customer_897,Meja Makan,Ruang Makan,3200000,3,9600000,60000,9660000,cancelled,Kelurahan 175 Jakarta Utara,Jakarta Utara
2025,4,8,45755,ORD01098,Customer_2711,Sofa,Ruang Tamu,4500000,3,13500000,60000,13560000,completed,Kelurahan 84 Tangerang,Tangerang
2025,1,20,45677,ORD01099,Customer_273,Meja Rias,Kamar Tidur,1750000,3,5250000,60000,5310000,completed,Kelurahan 111 Jakarta Selatan,Jakarta Selatan
2025,3,13,45729,ORD01100,Customer_2151,Meja,Ruang Kerja,1250000,1,1250000,60000,1310000,completed,Kelurahan 183 Tangerang,Tangerang
2025,3,1,45717,ORD01101,Customer_1469,Rak Meja,Ruang Kerja,750000,2,1500000,50000,1550000,completed,Kelurahan 167 Bogor,Bogor
2025,10,22,45952,ORD01102,Customer_2121,Lemari Laci,Kamar Tidur,1950000,2,3900000,60000,3960000,completed,Kelurahan 81 Jakarta Barat,Jakarta Barat
2025,5,12,45789,ORD01103,Customer_963,Kursi,Ruang Makan,650000,1,650000,50000,700000,completed,Kelurahan 192 Bekasi,Bekasi
2025,8,31,45900,ORD01104,Customer_2996,Kasur,Kamar Tidur,5500000,2,11000000,60000,11060000,cancelled,Kelurahan 126 Tangerang,Tangerang
2025,3,15,45731,ORD01105,Customer_1771,Kasur,Kamar Tidur,5500000,2,11000000,60000,11060000,completed,Kelurahan 58 Jakarta Barat,Jakarta Barat
2025,1,29,45686,ORD01106,Customer_554,Lemari Baju,Kamar Tidur,3500000,1,3500000,50000,3550000,cancelled,Kelurahan 191 Depok,Depok
2025,11,27,45988,ORD01107,Customer_1821,Bufet,Ruang Tamu,3250000,3,9750000,60000,9810000,completed,Kelurahan 120 Jakarta Selatan,Jakarta Selatan
2025,3,14,45730,ORD01108,Customer_715,Kursi,Ruang Makan,650000,3,1950000,60000,2010000,completed,Kelurahan 35 Jakarta Barat,Jakarta Barat
2025,6,18,45826,ORD01109,Customer_2665,Kitchen Set,Dapur,9500000,3,28500000,60000,28560000,completed,Kelurahan 114 Jakarta Utara,Jakarta Utara
2025,5,8,45785,ORD01110,Customer_3487,Rak Buku,Penyimpanan,1100000,1,1100000,60000,1160000,completed,Kelurahan 37 Jakarta Timur,Jakarta Timur
2025,9,22,45922,ORD01111,Customer_2255,Kitchen Set,Dapur,9500000,3,28500000,50000,28550000,completed,Kelurahan 69 Bogor,Bogor
2025,9,15,45915,ORD01112,Customer_2286,Meja Rias,Kamar Tidur,1750000,3,5250000,60000,5310000,refund,Kelurahan 166 Jakarta Barat,Jakarta Barat
2025,9,28,45928,ORD01113,Customer_2343,Rak Meja,Ruang Kerja,750000,2,1500000,50000,1550000,completed,Kelurahan 42 Bekasi,Bekasi
2025,1,30,45687,ORD01114,Customer_601,Lemari TV,Ruang Tamu,2300000,3,6900000,60000,6960000,completed,Kelurahan 59 Jakarta Barat,Jakarta Barat
2025,9,7,45907,ORD01115,Customer_2324,Sofa,Ruang Tamu,4500000,2,9000000,50000,9050000,cancelled,Kelurahan 14 Bogor,Bogor
2025,6,14,45822,ORD01116,Customer_2038,Meja Rias,Kamar Tidur,1750000,1,1750000,50000,1800000,cancelled,Kelurahan 51 Bogor,Bogor
2025,9,18,45918,ORD01117,Customer_1473,Meja,Ruang Kerja,1250000,3,3750000,60000,3810000,completed,Kelurahan 97 Jakarta Timur,Jakarta Timur
2025,4,22,45769,ORD01118,Customer_2308,Rak Buku,Penyimpanan,1100000,1,1100000,50000,1150000,completed,Kelurahan 82 Depok,Depok
2025,9,16,45916,ORD01119,Customer_2292,Kursi,Ruang Makan,650000,2,1300000,50000,1350000,completed,Kelurahan 42 Bekasi,Bekasi
2025,12,29,46020,ORD01120,Customer_2215,Nakas,Kamar Tidur,1000000,2,2000000,60000,2060000,completed,Kelurahan 13 Jakarta Selatan,Jakarta Selatan
2025,5,8,45785,ORD01121,Customer_3016,Meja Rias,Kamar Tidur,1750000,2,3500000,60000,3560000,cancelled,Kelurahan 145 Jakarta Timur,Jakarta Timur
2025,2,4,45692,ORD01122,Customer_3467,Lemari Dapur,Dapur,1850000,1,1850000,60000,1910000,completed,Kelurahan 24 Jakarta Pusat,Jakarta Pusat
2025,10,22,45952,ORD01123,Customer_3420,Nakas,Kamar Tidur,1000000,1,1000000,60000,1060000,refund,Kelurahan 105 Jakarta Barat,Jakarta Barat
2025,5,15,45792,ORD01124,Customer_2883,Rak Meja,Ruang Kerja,750000,1,750000,60000,810000,completed,Kelurahan 40 Tangerang,Tangerang
2025,2,10,45698,ORD01125,Customer_2600,Lemari TV,Ruang Tamu,2300000,3,6900000,60000,6960000,refund,Kelurahan 139 Tangerang,Tangerang
2025,7,3,45841,ORD01126,Customer_1653,Lemari Baju,Kamar Tidur,3500000,1,3500000,60000,3560000,completed,Kelurahan 83 Jakarta Timur,Jakarta Timur
2025,1,12,45669,ORD01127,Customer_300,Meja Kopi,Ruang Tamu,1800000,3,5400000,60000,5460000,completed,Kelurahan 178 Tangerang,Tangerang
2025,3,20,45736,ORD01128,Customer_583,Kasur,Kamar Tidur,5500000,1,5500000,60000,5560000,completed,Kelurahan 12 Jakarta Utara,Jakarta Utara
2025,5,18,45795,ORD01129,Customer_2130,Kitchen Set,Dapur,9500000,1,9500000,50000,9550000,completed,Kelurahan 1 Bekasi,Bekasi
2025,2,13,45701,ORD01130,Customer_1199,Meja Kopi,Ruang Tamu,1800000,2,3600000,50000,3650000,completed,Kelurahan 105 Bogor,Bogor
2025,1,7,45664,ORD01131,Customer_3298,Meja Rias,Kamar Tidur,1750000,3,5250000,60000,5310000,completed,Kelurahan 44 Tangerang,Tangerang
2025,11,25,45986,ORD01132,Customer_3338,Kitchen Set,Dapur,9500000,1,9500000,60000,9560000,completed,Kelurahan 135 Tangerang,Tangerang
2025,2,2,45690,ORD01133,Customer_2900,Kursi,Ruang Makan,650000,1,585000,60000,645000,completed,Kelurahan 105 Tangerang,Tangerang
2025,10,12,45942,ORD01134,Customer_2396,Kursi,Ruang Makan,650000,3,1950000,60000,2010000,completed,Kelurahan 41 Jakarta Barat,Jakarta Barat
2025,4,14,45761,ORD01135,Customer_3060,Lemari Sudut,Ruang Tamu,2750000,1,2750000,60000,2810000,completed,Kelurahan 35 Tangerang Selatan,Tangerang Selatan
2025,9,25,45925,ORD01136,Customer_2037,Lemari Sliding,Kamar Tidur,4750000,3,14250000,50000,14300000,completed,Kelurahan 18 Depok,Depok
2025,10,22,45952,ORD01137,Customer_3364,Lemari Sudut,Ruang Tamu,2750000,2,5500000,60000,5560000,completed,Kelurahan 151 Jakarta Timur,Jakarta Timur
2025,11,10,45971,ORD01138,Customer_1929,Lemari Laci,Kamar Tidur,1950000,3,5850000,50000,5900000,completed,Kelurahan 117 Bekasi,Bekasi
2025,7,24,45862,ORD01139,Customer_2337,Lemari TV,Ruang Tamu,2300000,3,6900000,60000,6960000,completed,Kelurahan 41 Tangerang Selatan,Tangerang Selatan
2025,4,23,45770,ORD01140,Customer_20,Lemari TV,Ruang Tamu,2300000,2,4600000,60000,4660000,completed,Kelurahan 146 Tangerang Selatan,Tangerang Selatan
2025,6,21,45829,ORD01141,Customer_2926,Nakas,Kamar Tidur,1000000,2,2000000,50000,2050000,completed,Kelurahan 125 Bekasi,Bekasi
2025,9,26,45926,ORD01142,Customer_2084,Kursi,Ruang Makan,650000,3,1950000,60000,2010000,completed,Kelurahan 123 Tangerang Selatan,Tangerang Selatan
2025,11,8,45969,ORD01143,Customer_3443,Nakas,Kamar Tidur,1000000,2,2000000,60000,2060000,completed,Kelurahan 103 Jakarta Pusat,Jakarta Pusat
2025,12,28,46019,ORD01144,Customer_2413,Meja,Ruang Kerja,1250000,1,1250000,60000,1310000,completed,Kelurahan 195 Jakarta Utara,Jakarta Utara
2025,6,2,45810,ORD01145,Customer_3396,Rak Sepatu,Penyimpanan,650000,2,1300000,50000,1350000,cancelled,Kelurahan 1 Bogor,Bogor
2025,1,15,45672,ORD01146,Customer_2748,Rak Buku,Penyimpanan,1100000,1,1100000,60000,1160000,completed,Kelurahan 48 Jakarta Timur,Jakarta Timur
2025,7,2,45840,ORD01147,Customer_3028,Lemari TV,Ruang Tamu,2300000,2,4600000,50000,4650000,completed,Kelurahan 62 Bogor,Bogor
2025,6,10,45818,ORD01148,Customer_1236,Nakas,Kamar Tidur,1000000,2,2000000,60000,2060000,completed,Kelurahan 190 Tangerang,Tangerang
2025,10,18,45948,ORD01149,Customer_1667,Sofa,Ruang Tamu,4500000,3,13500000,50000,13550000,completed,Kelurahan 179 Bogor,Bogor
2025,4,25,45772,ORD01150,Customer_1764,Kursi,Ruang Makan,650000,3,1950000,60000,2010000,completed,Kelurahan 166 Tangerang Selatan,Tangerang Selatan
2025,7,21,45859,ORD01151,Customer_855,Nakas,Kamar Tidur,1000000,2,2000000,60000,2060000,completed,Kelurahan 75 Tangerang Selatan,Tangerang Selatan
2025,5,17,45794,ORD01152,Customer_876,Lemari Dapur,Dapur,1850000,1,1850000,50000,1900000,completed,Kelurahan 114 Bogor,Bogor
2025,7,28,45866,ORD01153,Customer_2030,Sofa,Ruang Tamu,4500000,3,13500000,60000,13560000,completed,Kelurahan 137 Jakarta Pusat,Jakarta Pusat
2025,9,19,45919,ORD01154,Customer_1632,Rak Buku,Penyimpanan,1100000,3,3300000,60000,3360000,completed,Kelurahan 155 Jakarta Pusat,Jakarta Pusat
2025,1,30,45687,ORD01155,Customer_891,Kursi,Ruang Makan,650000,1,650000,60000,710000,completed,Kelurahan 189 Jakarta Barat,Jakarta Barat
2025,5,29,45806,ORD01156,Customer_1417,Sofa,Ruang Tamu,4500000,3,13500000,60000,13560000,refund,Kelurahan 60 Jakarta Barat,Jakarta Barat
2025,10,16,45946,ORD01157,Customer_3463,Nakas,Kamar Tidur,1000000,1,1000000,50000,1050000,completed,Kelurahan 135 Depok,Depok
2025,10,15,45945,ORD01158,Customer_687,Lemari Laci,Kamar Tidur,1950000,2,3900000,60000,3960000,refund,Kelurahan 61 Jakarta Utara,Jakarta Utara
2025,5,16,45793,ORD01159,Customer_1976,Lemari Dapur,Dapur,1850000,1,1850000,60000,1910000,completed,Kelurahan 141 Tangerang Selatan,Tangerang Selatan
2025,7,14,45852,ORD01160,Customer_1593,Meja Rias,Kamar Tidur,1750000,1,1750000,60000,1810000,completed,Kelurahan 43 Jakarta Utara,Jakarta Utara
2025,9,6,45906,ORD01161,Customer_2263,Meja Rias,Kamar Tidur,1750000,3,5250000,60000,5310000,completed,Kelurahan 156 Tangerang Selatan,Tangerang Selatan
2025,6,2,45810,ORD01162,Customer_2369,Kursi Bar,Ruang Makan,1295000,3,3885000,50000,3935000,completed,Kelurahan 73 Bekasi,Bekasi
2025,12,30,46021,ORD01163,Customer_2733,Lemari Sliding,Kamar Tidur,4750000,3,14250000,60000,14310000,completed,Kelurahan 115 Jakarta Selatan,Jakarta Selatan
2025,12,6,45997,ORD01164,Customer_528,Lemari Sliding,Kamar Tidur,4750000,1,4750000,60000,4810000,completed,Kelurahan 184 Jakarta Pusat,Jakarta Pusat
2025,9,21,45921,ORD01165,Customer_1152,Lemari Sudut,Ruang Tamu,2750000,3,8250000,60000,8310000,completed,Kelurahan 84 Jakarta Selatan,Jakarta Selatan
2025,7,31,45869,ORD01166,Customer_60,Kasur,Kamar Tidur,5500000,3,16500000,50000,16550000,completed,Kelurahan 30 Bogor,Bogor
2025,6,9,45817,ORD01167,Customer_1758,Kursi,Ruang Makan,650000,1,650000,60000,710000,completed,Kelurahan 128 Tangerang,Tangerang
2025,11,20,45981,ORD01168,Customer_809,Meja Kopi,Ruang Tamu,1800000,2,3600000,60000,3660000,completed,Kelurahan 11 Jakarta Selatan,Jakarta Selatan
2025,9,29,45929,ORD01169,Customer_1813,Kitchen Set,Dapur,9500000,2,19000000,60000,19060000,completed,Kelurahan 196 Tangerang Selatan,Tangerang Selatan
2025,7,7,45845,ORD01170,Customer_3490,Lemari Baju,Kamar Tidur,3500000,1,3150000,60000,3210000,completed,Kelurahan 177 Jakarta Utara,Jakarta Utara
2025,4,16,45763,ORD01171,Customer_2888,Kursi Bar,Ruang Makan,1295000,3,3885000,50000,3935000,completed,Kelurahan 70 Bogor,Bogor
2025,7,16,45854,ORD01172,Customer_2509,Lemari Baju,Kamar Tidur,3500000,3,10500000,60000,10560000,refund,Kelurahan 178 Jakarta Timur,Jakarta Timur
2025,10,16,45946,ORD01173,Customer_2553,Lemari Baju,Kamar Tidur,3500000,3,10500000,60000,10560000,completed,Kelurahan 130 Tangerang,Tangerang
2025,4,18,45765,ORD01174,Customer_2778,Rak Sepatu,Penyimpanan,650000,2,1300000,50000,1350000,completed,Kelurahan 26 Bekasi,Bekasi
2025,7,30,45868,ORD01175,Customer_2422,Lemari Dapur,Dapur,1850000,1,1850000,60000,1910000,completed,Kelurahan 159 Jakarta Timur,Jakarta Timur
2025,3,29,45745,ORD01176,Customer_2226,Nakas,Kamar Tidur,1000000,1,1000000,60000,1060000,refund,Kelurahan 187 Jakarta Utara,Jakarta Utara
2025,6,5,45813,ORD01177,Customer_388,Lemari Dapur,Dapur,1850000,1,1850000,50000,1900000,completed,Kelurahan 69 Depok,Depok
2025,12,29,46020,ORD01178,Customer_328,Rak Sepatu,Penyimpanan,650000,2,1300000,60000,1360000,completed,Kelurahan 84 Jakarta Barat,Jakarta Barat
